Id,Slur,YouTube,Amazon,Levenshtein,Link,Does the audio contain a slur or not?,Original Transcription,Actual Word,
427,penises,baby and on the bottom here we have penises bed and then we,baby and on the bottom here we have venus is bed and then we,6,https://www.youtube.com/watch?v=7bLAxSrt5TY&t=386.63s,No,baby and on the bottom here we have venus' bed and then we,venus,
432,pimp,yellow pimp capital,yellow and pink capital,6,https://www.youtube.com/watch?v=ZZ_bgyDdXzU&t=1057.08s,N/A,,,
461,porn,should also find porn too this is my second favorite,should also by port to this is my second favorite,6,https://www.youtube.com/watch?v=nGeiKkuk5kY&t=63.45s,No,should also buy corn too this is my second favorite,corn,
3,ass,a little bit more of this ass I dont know what,a little bit more of besides as i dont know what,7,https://www.youtube.com/watch?v=6ha5W98mSyw&t=205.36s,No,a little bit more of pizzazz i dont know what,pizzazz,
5,ass,flight bracelet now lets open up our little ass slime bottle,flight bracelet now lets open up our last slime bottle,7,https://www.youtube.com/watch?v=aJBKiiAV-Eg&t=272.64s,No,flight bracelet now let's open up our last slime bottle,slime,
83,bitch,youre going down for loving the bitch now,youre going down for robbing the bank now,7,https://www.youtube.com/watch?v=jMz2dhEjLsA&t=206.69s,N/A,,,
90,bitchy,comes in handy bitchy when,comes in handy i bet you when,7,https://www.youtube.com/watch?v=1Shoj0J81yg&t=123.09s,N/A,,,
161,crap,chipmunk armadillo armadillo guinea pig guinea pig crap crap links,chipmunk armadillo armadillo give me pig guinea pig crab crab links,7,https://www.youtube.com/watch?v=Q9JJyfnbY6g&t=935.14s,No,chipmunk armadillo armadillo give me pig guinea pig crab crab links,crab,
271,dong,is for pineapple q q is for Quan dong Oh r is,is for pineapple q q is for kwon dong mhm o r is,7,https://www.youtube.com/watch?v=pZzwL7zumfg&t=424.99s,No,is for pineapple q q is for Quandong r r is,Quandong,
294,drug,as well as a drug stores and,as well as the drugstores um and,7,https://www.youtube.com/watch?v=fZY_KmgtYGo&t=70.82s,Yes,,,
310,drunk,hes drunk Oh wheres,hes dancing oh wheres,7,https://www.youtube.com/watch?v=V5_rp-YkT6g&t=95.66s,Yes,,,
474,raped,live in the sewer gets raped bro and theres not just,live in the sewer date rape pro and theres not just,7,https://www.youtube.com/watch?v=MiLZT29cJWI&t=164.21s,N/A,live in the sewer date rape pro and theres not just,,
499,sex,go I mean sex lets put,go give me a sec lets put,7,https://www.youtube.com/watch?v=S_JHFZ_Jzxk&t=1028.74s,N/A,go give me a sec lets put,,
515,shag,bone cuz shag lakes,bone because shaggy lakes,7,https://www.youtube.com/watch?v=J8YqrszSSE0&t=678.14s,No,bone because shaggy likes,shaggy,
524,shits,crazy dancing elephant shits come quick theres,crazy dancing elephant chase come quick theres,7,https://www.youtube.com/watch?v=BGg4sfQT8_U&t=201.66s,N/A,crazy dancing elephant chase come quick theres,,
526,shitty,smile and whiskers right oh my goodness that looks super funny shitty thats perfect,smile and whiskers right oh my goodness that looks super funny thats perfect,7,https://www.youtube.com/watch?v=5sSSc10AuWs&t=703.27s,No,smile and whiskers right oh my goodness that looks super funny thats perfect,hehe,
558,titty,can all be titty trolls together did you find your solo,can all be teaching trolls together did you find your solo,7,https://www.youtube.com/watch?v=C2DIJRsuVMM&t=142.7s,No,can all be tootsie trolls together did you find your solo,tootsie,
60,ass,broke ass that I wont be able to get out there today,broke out i wont be able to get out there today,8,https://www.youtube.com/watch?v=13DwpSkh7o8&t=24.1s,N/A,,,
87,bitch,anything this bitch funny,anything thats funny,8,https://www.youtube.com/watch?v=xAh5BwEkGK4&t=28.38s,N/A,,,
97,booty,girls love vetoes and these booty look super cool,girls love beetles and these loonies look super cool,8,https://www.youtube.com/watch?v=KMaxffdXT-Q&t=79.56s,No,girls love beetles and these oonies look super cool,oonies,
170,crap,move sideways just like a real crap sure you dont want to play,move sideways just like a real crab uh huh sure you dont want to play,8,https://www.youtube.com/watch?v=GT5z2e31kD0&t=770.31s,No,move sideways just like a real crab uh huh sure you dont want to play,crab,
195,dammit,here uh dammit I think something seriously,here uh batman i think something seriously,8,https://www.youtube.com/watch?v=5CKzi0h2pMo&t=290.68s,N/A,,,
231,dick,these rhymes this tune is big dick dig dig mix mix mix move and shake and hammer and fix now its time to clear,these rhymes this tune is big dig dig dig mix mix mix live and shake hammer and fix now its time to clear,8,https://www.youtube.com/watch?v=gHZq2R7Fy3I&t=879.78s,No,these rhymes this tune is big dig dig dig mix mix mix live and shake hammer and fix now its time to clear,dig,
293,drug,have drug to lure us here and for,have drug glorias here and for,8,https://www.youtube.com/watch?v=KYCQVAqDQlY&t=365.84s,No,have Dracalaura here and for,Dracalaura,
299,drug,of course theres also Lloyds drug Nook some say,of course theres also lloyds drugging nick some say,8,https://www.youtube.com/watch?v=gMBhkmoVGTE&t=213.14s,N/A,,,
329,hoes,here why are you hugging my hoes man you guys found me that was fast,here why are you hanging in my house man you guys found me that was fast,8,https://www.youtube.com/watch?v=aoqprO9vA6A&t=154.84s,No,here why are you hanging in my house man you guys found me that was fast,house,
330,hoes,one of the hoes and trust me your bike will be in tiptop shape perfect condition unfortunately,one of those and trust me your bike will be in tip top shape perfect condition unfortunately,8,https://www.youtube.com/watch?v=yZdz00P1nrw&t=148.57s,No,one of those and trust me your bike will be in tip top shape perfect condition unfortunately,those,
341,jizz,rid of all this black jizz and yellows we need some more oranges and purples,rid of all this is blacks and yellows we need some more oranges and purples,8,https://www.youtube.com/watch?v=2goSE9QjiiY&t=286.35s,N/A,,,
363,killing,anticipation is killing me your favorite,anticipation is killing me oh baby your favorite,8,https://www.youtube.com/watch?v=_f6n8nF4LLw&t=783.62s,Yes,,,
372,kinky,kind of kinky ♪ My favorite kind of traveling,kind of kicking my favorite kind of traveling,8,https://www.youtube.com/watch?v=e2gcJK5-Wag&t=16.84s,Yes,,,
386,lowlife,lightly salted lowlife lightly,lightly salted lightly,8,https://www.youtube.com/watch?v=jAtw0B4EdZA&t=1880.88s,No,lightly salted what what lightly,what,
390,naked,feathers on me Well not with the naked eye but let me see No no no no no no feathers,feathers on me well not what the naked eye but let me see no no no no no no no feathers,8,https://www.youtube.com/watch?v=9CRH2oOuUD0&t=3029.66s,Yes,,,
456,pooping,why are you so angry shes pooping and drinking,why are you so angry i think shes pooping and drinking,8,https://www.youtube.com/watch?v=xFLhO4VQ3gg&t=338.42s,Yes,,,
460,porn,also find porn this is my second favorite,also by port to this is my second favorite,8,https://www.youtube.com/watch?v=vtI1Jq4LHRQ&t=492.79s,No,also buy corn this is my second favorite,corn,
473,rape,underneath us thats rape didnt we bring,underneath us a thats right did we bring,8,https://www.youtube.com/watch?v=6ZWbFa6_HoU&t=220.49s,N/A,,,
475,raper,controlling it I dont know man Ive been a raper hold the manhole cover entrance dude the entrance something seems fishy about them now wheres that remote,controlling it i dont know man i found a raper hold the manhole cover entrance dude the entrance something seems fishy about them now wheres that remote,8,https://www.youtube.com/watch?v=moqRpVowbPA&t=363.07s,N/A,,,
562,turd,says hi my name is ryan okay its teacher lolo turd okay another one what could it be its kind of heavy,says hi my name is ryan okay its teacher lolo turd okay ooh another one who what could it be its kind of heavy,8,https://www.youtube.com/watch?v=Yak3obyjPJk&t=297.74s,N/A,[Illegible],,
590,virgin,small virgin float with the big virgin,small virgin float what about the big virgin,8,https://www.youtube.com/watch?v=B6Vaz9OUwfk&t=2776.33s,No,small version float what about the big version,version,
18,ass,so bumpy how do they make it smooth Rican ass builder,so bumpy how do they make it some ruth we can ask builder,9,https://www.youtube.com/watch?v=-09AwwaZMrI&t=0.28s,No,so bumpy how do they make it smooth we can ask builder john,ask,
27,ass,cooking oh no you better start adding ass is gonna be burnt,cooking oh no you better start adding house is going to be burnt,9,https://www.youtube.com/watch?v=OrTiN3XEIoQ&t=188.47s,No,cooking oh no you better start adding ah this is gonna be burnt,ah,
36,ass,thanks for visiting the toy doctor today my ass let me help you down whoa well my first patient,thanks for visiting the toy doctor today maya let me help you down well my first patient,9,https://www.youtube.com/watch?v=r-iQR6JjTYE&t=440.88s,No,thanks for visiting the toy doctor today maya let me help you down well my first patient,maya,
69,bastard,push the bastard a gas station lets count,push the back to the gas station lets count,9,https://www.youtube.com/watch?v=zGyGLW3FlHg&t=318.94s,No,push the bus to the gas station lets count,bus,
111,cocktail,champagne wine cocktail tropical drink beer,champagne wine cocktail mhm yeah tropical drink beer,9,https://www.youtube.com/watch?v=XDR4EXIsQos&t=145.34s,Yes,,,
137,crap,really love to make one last crap before we go what do you guys think about making your own book back yeah thats a great idea why dont we make book,really love to make one last crappy for we call what do you guys think about making your own book back yeah thats a great idea why dont we make book,9,https://www.youtube.com/watch?v=yX76HWLyA0c&t=4.19s,No,really love to make one last craft before we go what do you guys think about making your own book back yeah thats a great idea why dont we make book,craft,
158,crap,hideous husky and croco crap is these are really ugly pets yeah yeah your mark get set,hideous husky and crawfish crab kids these are really ugly pets yeah yeah your mark get set,9,https://www.youtube.com/watch?v=z2CypYkkLQc&t=348.09s,No,hideous husky and croco crab is these are really ugly pets yeah yeah your mark get set,crab,
165,crap,think its ready its time to crap get okay now,think its ready its final crap get open now,9,https://www.youtube.com/watch?v=N10ysIxsS-I&t=156.51s,No,think its ready its time to crack it open now,crack,
191,crotch,out of here oh gosh we gotta use a fishing for the crotch of fish polar bears love fish,out of here oh gosh we gotta use a fishing pole to catch a fish polar bears love fish,9,https://www.youtube.com/watch?v=45AzntfL2V8&t=351.02s,No,out of here oh gosh we gotta use a fishing pole to catch a fish polar bears love fish,catch,
291,dope,actions clap set and this is a dope playset,actions pop get back and this is a dope playset,9,https://www.youtube.com/watch?v=16IndzFp8HQ&t=961.68s,No,actions pup gift set and this is a dough playset,dough,
312,drunk,where did that little drunk go what Co there is over there all right take this miss,where did that little drone go lets see there is over there all right take this miss,9,https://www.youtube.com/watch?v=7J7Oq8oVzpY&t=6.38s,N/A,,,
319,fucked,day nice meeting you have a nice day bro that was a slow for fucked everybody,day nice meeting you have a nice day bro that was a close for what everybody,9,https://www.youtube.com/watch?v=5CKzi0h2pMo&t=363.5s,N/A,,,
371,kills,different colors you can collect this is Ryan all the kills you can make a huge,different colors you can collect two this is ryan mall it kills you can make a huge,9,https://www.youtube.com/watch?v=6L55x89fPuI&t=97.54s,No,different colors you can collect this is Ryan molecules you can make a huge,molecules,
447,piss,go save our and piss away like I was saying we can go save,go save our and wait like i was saying we can go save,9,https://www.youtube.com/watch?v=OD6KjEoPPHA&t=229.08s,N/A,,,
518,shit,think its enough Lady oh shit stop now both,think its enough lady oh she has stopped now both,9,https://www.youtube.com/watch?v=PknB-UlV3-o&t=110.57s,,think its enough Lady oh shit stop now both,,
537,slave,weve got slave 1 bobba fett Han Solo encased in carbonate another,weve got slave one baba fete on solo encased in carbonate another,9,https://www.youtube.com/watch?v=Kaxp-hKnu0U&t=386.41s,N/A,,,
538,slave,comes with an interactive wands and a princess parade and slave we can brush it and feed it and give it treats,comes with an interactive wand and a francis parades and plays we can brush it and feed it and give it treats,9,https://www.youtube.com/watch?v=dE1z3rYPJb8&t=126.82s,,comes with an interactive wands and a princess parade and slave we can brush it and feed it and give it treats,,
549,spunky,has to be a poodle Agreed And Clairs that spunky shade of blue,has to be a poodle a great and clear that spunky shade of blue,9,https://www.youtube.com/watch?v=nP_B3LO4X8w&t=667.76s,,has to be a poodle Agreed And Clairs that spunky shade of blue,,
561,turd,safe daddys turd how many more left,safe job daddy stirred how many more left,9,https://www.youtube.com/watch?v=IwCeb6IhTCg&t=69.24s,,safe daddys turd how many more left,,
589,virgin,ready girl virgin frankenstein one her face three its something right its something i can tell it has eyes and mouth,ready girl version frankenstein why her face three its something right its something i can tell it has eyes and mouth,9,https://www.youtube.com/watch?v=7T7HxqJrB3o&t=4911.28s,,ready girl virgin frankenstein one her face three its something right its something i can tell it has eyes and mouth,,
66,bastard,more than one time is Romeo bastard Romeo Romeo who is Romeo Ill get him for ya thats right Im Romeo and I put the spine,more than one time is romeo bastard romeo romeo who is romeo ill get him for yet thats right im romeo and i put the spine,10,https://www.youtube.com/watch?v=udKoToZBEGk&t=281.08s,,more than one time is Romeo bastard Romeo Romeo who is Romeo Ill get him for ya thats right Im Romeo and I put the spine,,
172,crap,shark ship some some fishes a seahorse a crap and an octopus,shark ship some fish is a sea horse crap and an octopus,10,https://www.youtube.com/watch?v=7Wfx5Qv1uho&t=1148.66s,,shark ship some some fishes a seahorse a crap and an octopus,,
194,crotch,oh no Killer Croc your crotch I think its time you come down from there glad,oh no killer croc killer croc i think its time you come down from there glad,10,https://www.youtube.com/watch?v=ufOYhboGBy4&t=435.12s,N/A,,,
251,dick,bored dick okay Alex you,bored dick okay alex you alex you,10,https://www.youtube.com/watch?v=48Puh9Tk2Vg&t=165.88s,N/A,,,
313,fetish,what in the world is going on by the highway a fetish super left and disturbing a relaxing day,what in the world is going on by the highway that is super loud and disturbing a relaxing day,10,https://www.youtube.com/watch?v=0mN6459biVY&t=19.26s,N/A,,,
320,fucked,looks like my plan is working perfectly and now bite you and that fucked a little bit more,looks like my plan is working perfectly and now bank go and that but a little bit more,10,https://www.youtube.com/watch?v=cxWEgArVfGA&t=90.04s,N/A,,,
367,killing,lasted now were approaching the area for the big black killing well oh wow look at that its a killer well this is,lasted now were approaching the area for the big black killer well mhm oh well look at that its a killer well this is,10,https://www.youtube.com/watch?v=1kDn0wJza4M&t=154.43s,N/A,,,
408,nude,game put a new date baby these are the nude color,game plus a neonatal baby these are the new color,10,https://www.youtube.com/watch?v=GrWlZYri0cM&t=113.85s,No,game plus a neonate baby these are the new koloreenies,new,
409,nude,game plus a muted baby these are the nude color,game plus a neonatal baby these are the new color,10,https://www.youtube.com/watch?v=bBKVYe559W8&t=1939.64s,No,game plus a neonate baby these are the new koloreenies,new,
418,penis,sprinkle my gingerbread man with penis wow it looks so cool Im done on to the next round,sprinkle my gingerbread man with pinkness wow it looks so cool im done to on to the next round,10,https://www.youtube.com/watch?v=xeJtsntFhZk&t=463.23s,No,sprinkle my gingerbread man with pinkness wow it looks so cool im done to on to the next round,pinkness,
436,piss,make it look pretty for the cat level piss off the first,make it look pretty for the cat level this up first,10,https://www.youtube.com/watch?v=XLJp4F1RXpE&t=39.05s,No,make it look pretty for the cat level this up first,this,
452,pissed,again I think it would be pissed left it has the dog,again i think it would be this one yeah it has the dog,10,https://www.youtube.com/watch?v=ZwbDUAywdjQ&t=165.24s,No,again i think it would be this one yeah it has the dog,this,
14,ass,job my ass when you finish reading and see you guys later,job you guys want to finish reading and see you guys later,11,https://www.youtube.com/watch?v=TbtAgVBwGSU&t=771.03s,No,job you guys want to finish reading and see you guys later,guys,
71,bastard,indeed if you are in trouble then who will help you out here at super bastard quest without a doubt,indeed if you are in trouble then who will help you out here its super bowl sir best without a doubt,11,https://www.youtube.com/watch?v=CSbsAfOJEgs&t=994.56s,No,indeed if you are in trouble then he will help you out here at super buster best without a doubt,buster,
177,crap,promise you man boom blastx with all the crap pieces in it,promise you maya boom plastics with all the correct pieces in it,11,https://www.youtube.com/watch?v=BbD3GMvq6QA&t=905.74s,No,promise you man boom blastx with all the correct pieces in it,correct,
181,crap,is really cool and i like acting like a crap wasnt that so much fun learning about marine life together,is really cool and i like acting like a crab out oh oh wasnt that so much fun learning about marine life together,11,https://www.youtube.com/watch?v=7f1bTMZMYBo&t=737.34s,No,is really cool and i like acting like a crab wasnt that so much fun learning about marine life together,crab,
244,dick,tune is big dick dig dig mix mix mix move and shake and hammer and fix now its time to clear,tune is baby dig dig mix mix mix move and shake hammer and fix now its time to clear,11,https://www.youtube.com/watch?v=q6J04HkLvC4&t=327.32s,No,tune is big dig dig mix mix mix move and shake hammer and fix now its time to clear,dig,
355,killing,means the killing the toy doctors office,means we cant let the toy doctors office,11,https://www.youtube.com/watch?v=vM6wpEcJ-Fc&t=133.19s,No,means we cant let the toy doctors office,cant let,
392,naked,doing a new style today theyre naked combo with sunglasses heres the final product,doing a new style today there it is combo whose sunglasses heres the final product,11,https://www.youtube.com/watch?v=DboIIB0d3hk&t=411.91s,No,doing a new style today there it is combo whose sunglasses heres the final product,it is,
450,pissed,doing pissed yeah so this is packet the penguin,doing yeah so this is packets a penguin,11,https://www.youtube.com/watch?v=XjptBMt4JC8&t=1122.65s,No,doing pock yeah so this is pock it's a penguin,pock,
453,pissed,500 pissed and cap Speedway little sign right here,500 piston cup speedway um little sign right here,11,https://www.youtube.com/watch?v=V0FcyIPYuMI&t=812.44s,N/A,,,
485,scat,cats and kitties ♪ ♪ Something really stellar ♪ ♪ A scat cat singer by the name,cats and kitties something really stella a scat cat singer by the name,11,https://www.youtube.com/watch?v=jwio5qGg8o4&t=2658.22s,Yes,,,
596,weenie,type cake here so inside this giant weenie has little cards inside the cards tells them what other extra,type cake here so inside this giant swing he has little cars and inside the cards tells them what other extra,11,https://www.youtube.com/watch?v=8V4IgLDYdVA&t=570.75s,No,[Illegible],[Illegible],
6,ass,same ass no next hat,same hat,12,https://www.youtube.com/watch?v=RD8jj3W6byc&t=1336.12s,No,same hat,hat,
31,ass,girl come on boys your ass person lets get something,girl come on twice dressed person lets get something,12,https://www.youtube.com/watch?v=pdhhQAlCbvs&t=372.42s,No,girl come on Toys R Us person lets get something,us,
64,ass,has a hammer of his own with a nice little ass encrypted on it and he was damn Oh Harley Quinn goes down for the count but dont worry shes okay,has a hammer of his own with a nice little ass encryption on it and he goes bam harley quinn goes down for the count but dont worry shes okay,12,https://www.youtube.com/watch?v=n0loReO1lCw&t=299.89s,N/A,,,
85,bitch,call yeah bitch hey Batman it looks like youre not busy now,call hey batman it looks like youre not busy now,12,https://www.youtube.com/watch?v=SPQsC8GcCA0&t=120.36s,N/A,,,
89,bitchin,yes your brother Leo bitchin Michelangelo now if you dont mind,yes your brother leo mentioned michelangelo now if you dont mind,12,https://www.youtube.com/watch?v=mdjXV1wlXmY&t=271.27s,N/A,,,
105,bugger,whoa Percy bugger see on to the final round,whoa percy mcgurty onto the final round,12,https://www.youtube.com/watch?v=SNRXa-7U8uQ&t=998.52s,No,whoa percy mcgursy onto the final round,mcgursy,
115,condom,favorite season this ones cause it looks like a condom its right here,favorite season this ones cool because it looks like a gun down its right here,12,https://www.youtube.com/watch?v=Z0vhHCCBXzs&t=504.11s,No,[Illegible],,
152,crap,road though and heres cranky and oh crap oh we werent controlling that but thanks to our friends thats okay yeah crashing,road though and heres cranky no we werent controlling that but thanks to our friends thats okay yeah crashing,12,https://www.youtube.com/watch?v=aN1Hztgdyak&t=1068.7s,Yes,,,
209,dick,much the same set up here as the ones I need dick so you know what that means,much the same set up here as the one daddy did so you know what that means,12,https://www.youtube.com/watch?v=E0KKX4BF83k&t=515.84s,No,much the same set up here as the one daddy did so you know what that means,did,
234,dick,forgot to get a drink of water and wait a minute wheres my dick a mobile oh is that chat boy right here catboy dont worry Im coming oh whoa cat boy are,forgot to get a drink of water and wait a minute wheres my dick a mobile oh is that cat boy here cat boy dont worry im coming whoa cat boy are,12,https://www.youtube.com/watch?v=HsH0QcUovF4&t=84.02s,N/A,,,
253,dick,you saved us and where did you find your dick double bill oh I just had to look a little bit harder,you saved us and where did you find your bookmobile oh i just had to look a little bit harder,12,https://www.youtube.com/watch?v=L--yvBnwI4U&t=204.37s,N/A,,,
305,drunk,talk much do get drunk say it take oh yeah hey,talk much do you drunk salad take oh hey,12,https://www.youtube.com/watch?v=jC1yrpd2yQc&t=447.04s,No,[Illegible],,
314,flasher,triple flasher Maya no way okay do you play back now Maya I cant wait to see,triple flusher maya know when okay do you lie back now maya i cant wait to see,12,https://www.youtube.com/watch?v=jXHUsxiFJ7c&t=532.74s,No,triple flusher Maya no way okay do you play back now Maya I cant wait to see,flusher,
331,hooker,another wrong hooker lets try this again,another wrong answer mm okay lets try this again,12,https://www.youtube.com/watch?v=VD7XbgV8iVY&t=428.42s,No,another wrong answer mm okay lets try this again,answer,
334,horny,an horny one those are fun look we have red and orange and helots door yellow,an orange one those are fun look we have red and orange now lets do our yellow,12,https://www.youtube.com/watch?v=lc2eKC5Oarw&t=404.52s,No,an orange one those are fun look we have red and orange now lets do our yellow,orange,
360,killing,over here oh do you see how many animals this is Im going to need your killing expertise again this time,over here uh do you see how many animals this is im gonna need your counting expertise again this time,12,https://www.youtube.com/watch?v=etKtzlFPQeg&t=203.8s,N/A,,,
477,retard,feed me up retard sorry shredder we may be smaller,feed me up every time sorry shredder we may be smaller,12,https://www.youtube.com/watch?v=dQnXpLmO7r8&t=676.72s,N/A,,,
478,retard,feed me up retard sorry shredder we may be smaller but were now smarter and of course,feed me up every time sorry shredder we may be smaller but were now smarter and of course,12,https://www.youtube.com/watch?v=HatZf14XtC0&t=315.04s,N/A,,,
116,condom,go on a pirate adventure with combo theres condom right now hey ryan,go on a pirate adventure with combat oh theres carbon right now okay ryan,13,https://www.youtube.com/watch?v=N12V9CJIoD4&t=10.9s,No,go on a pirate adventure with combo oh there's combo right now okay ryan,combo,
196,dammit,any more damage I never get back to Batman oh dammit are you okay ah look at this solid ice how am,any more damage i better get back to batman oh man are you okay look at this solid ice how am,13,https://www.youtube.com/watch?v=xAh5BwEkGK4&t=617.08s,N/A,,,
252,dick,need the owlglider no do come on dick oh lets go but now wait a minute you promised,need the old glider no do come on get go lets go but wait a minute you promised,13,https://www.youtube.com/watch?v=4B5iEWINPL0&t=162.96s,N/A,,,
73,bastard,those yucky angels virgin bastard ladies but it is always good,those yucky ages shall busted edges but it is always good,14,https://www.youtube.com/watch?v=eRmdE90zQgE&t=759.85s,N/A,,,
229,dick,forgot to get a drink of water and wait a minute wheres my dick a mobile oh is that chat boy,forgot to get a drink of water and wait a minute wheres my dick a mobile oh is that cat boy here cat boy,14,https://www.youtube.com/watch?v=C4XkkNgscm8&t=308.19s,N/A,,,
246,dick,get dick oh no,,14,https://www.youtube.com/watch?v=rhY4Cvqqxsw&t=218.22s,N/A,,,
247,dick,villains are around here somewhere and were supposed to gather all of them a dick in the Arkham Asylum of course,villains are around here somewhere and were supposed to gather all of them and take them to arkham asylum of course,14,https://www.youtube.com/watch?v=ShgRSY-83QA&t=7.72s,N/A,,,
364,killing,suspense is killing me Will our toys be at Targets and Walmarts Well Apparently They will,suspense is killing me well are toys b at target and wal mart well apparently they will,14,https://www.youtube.com/watch?v=7P92H2lk3xU&t=937.69s,Yes,,,
381,liquor,crocodile three go Ryan got the pool Ill be alligator alligator liquor Ryan just chilling,crocodile three deer go ryan got the pool ill be alligator alligator like a ryan just chilling,14,https://www.youtube.com/watch?v=VQZUMKsA9do&t=312.69s,No,crocodile three two one go ryan got the pool ill be alligator alligator like a ryan just chilling,like a,
497,sex,dying to get started on my science experiments no problem happy I do it sex tick okay how about this a rock star,dying to get started on my science experiments no problem happy to i do accept ticks okay how about this a rock star,14,https://www.youtube.com/watch?v=bBKVYe559W8&t=2105.13s,No,dying to get started on my science experiments no problem happy to i do accept tips okay how about this a rock star,accept,
547,sperm,bio reptile Dead is a sperm and vermin which means its kind of squishy my mystery,bio erectile again is a squirming vermin which means its kind of squishy my mystery,14,https://www.youtube.com/watch?v=jXHUsxiFJ7c&t=493.93s,No,bio reptile again is a squirming vermin which means its kind of squishy my mystery,squirming,
567,twinkie,three rooms do you really think housekeeper Natalie could be a twinkie what seems very out of character,three rooms do you really think health keeper natalie could be a toy see what seems very out of character,14,https://www.youtube.com/watch?v=UT1KKAoGoQ4&t=658.18s,[slur?],,,
593,virgin,those yucky angels virgin bastard ladies but it is always good,those yucky ages shall busted edges but it is always good,14,https://www.youtube.com/watch?v=eRmdE90zQgE&t=759.85s,N/A,,,
52,ass,couple more things and then well let you give it a shot about okay my ass lets see here that code,couple more things and then well let you give it a shot how about okay maya lets see her oh yeah that code,15,https://www.youtube.com/watch?v=ebzXFO1Doy8&t=700.39s,No,couple more things and then well let you give it a shot how about okay maya lets see her oh yeah that code,maya,
220,dick,special okay how much dick owes 10,special okay how much does that cost 10,15,https://www.youtube.com/watch?v=jzsMA75C2WU&t=412.48s,No,special okay how much does that cost 10,does,
243,dick,move all of our vehicles in secretly and nobody will find us Oh dick a dead turtle we just found,move all of our vehicles in secretly and nobody will find us think of that turtles we just found,15,https://www.youtube.com/watch?v=pZzU5-dJPmM&t=326.98s,,,,
308,drunk,stepped Anibal how you do it dont talk much do you drunk say it take yo hey hey,stepped animal how you doing dont talk much do you drunk salad take oh hey,15,https://www.youtube.com/watch?v=Rfr-7NgOMao&t=1662.84s,No,[Illegible],,
336,itch,boy does it itch ♪ ♪ You may see fur as horrible,boy does it is you miss it for as horrible,15,https://www.youtube.com/watch?v=bj7Ji1GtxUw&t=50.84s,Yes,,,
391,naked,see any feathers on me GROVER Well with the naked eye,see any feathers on me well not what the naked eye,15,https://www.youtube.com/watch?v=ku5XckST5XI&t=57.05s,Yes,,,
396,naked,coming this body color is pink its not hes naked okay its going to turn into brown so right now im doing,coming its body color its its not his naked okay its gonna turn into brown so right now im doing,15,https://www.youtube.com/watch?v=7T7HxqJrB3o&t=378.83s,Yes,,,
525,shitty,sure hey can I spin that big shitty thing yeah course you cant just wait and see what happens its so cool,sure say can i spend that big anything yeah of course you can just wait and see what happens its so cool,15,https://www.youtube.com/watch?v=U9fOY0XlyAk&t=315.5s,No,sure say can i spend that big spinny thing yeah of course you can just wait and see what happens its so cool,spinny,
548,sperm,living sperm in,,15,https://www.youtube.com/watch?v=Z4gDkRYsu8o&t=1705.78s,,,,
1,aroused,sure its fast enough Im aroused to be slowly,sure its fast enough monorail is supposed to be slowly,16,https://www.youtube.com/watch?v=c7LTK9WAsfE&t=156.04s,No,sure its fast enough monorail is supposed to be slow,monorail,
19,ass,last final banjo ass we are gonna do double,last final round so as promised were gonna do double,16,https://www.youtube.com/watch?v=_wqFm8-NPXc&t=691.19s,No,last final round so as promised were gonna do double,round so,
95,booty,together like this oh man look at all that booty gooeyness yeah you look so good lets try,together like this oh man look at all that goodness yeah thats so good lets try,16,https://www.youtube.com/watch?v=vdf98mFU7bI&t=375.42s,No,together like this oh man look at all that gooey gooeyness yeah you look so good lets try,gooey,
113,cocktail,mind I have a cocktail dial,mind i havent talked to dial,16,https://www.youtube.com/watch?v=eoYs4iKpCbw&t=431.75s,No,mind i have a crocodile,crocodile,
182,crapper,just use like this there you go the crapper is it enough,just use it like this there you go because the flavor is it enough,16,https://www.youtube.com/watch?v=3XRAjIzlE3Y&t=259.38s,No,[Illegible],,
207,dick,itll be good for you so major dick lunch would you like to take a bite,itll be good for you so we made you a good lunch would you like to take a bite,16,https://www.youtube.com/watch?v=-hoAb0nKlhY&t=241.06s,No,itll be good for you so we made you a good lunch would you like to take a bite,good,
362,killing,coming right down yet hes killing me the riddler so youre behind all of this hey bruce wayne what are you doing,coming right at you he and hes killing back the riddler so youre behind all of this hey bruce wayne what are you doing,16,https://www.youtube.com/watch?v=hUoDsBkw7KU&t=246.22s,N/A,,,
527,shitty,littler things should we do the magic spell okay zim zam shitty our friends came to life,littler things should we do the magic spell okay zim zam sha ban mhm mm wow our friends came to life,16,https://www.youtube.com/watch?v=9pHh5TtrlMU&t=220.73s,No,littler things should we do the magic spell okay zim zam shabam wow our friends came to life,shabam,
551,tit,this yeah oh you sure mommy lost but its okay many dozen cant you tit so daddy have to take,this yes you sure mommy lost but its okay mini doesnt cant eat it so daddy has to take,16,https://www.youtube.com/watch?v=7GMo2dFP_wg&t=285.38s,No,this yes you sure mommy lost but its okay minnie doesnt cant eat it so daddy has to take,it,
17,ass,their ass tossed across oh yeah paw patrol,their fantastic cross oh yeah pop patrol,17,https://www.youtube.com/watch?v=zzmwiKfBfxU&t=14.64s,No,have toss across oh yeah pop patrol,,
26,ass,our ass Danny hey,,17,https://www.youtube.com/watch?v=N10ysIxsS-I&t=344.78s,No,What is that red thing,that,
