Id,Slur,YouTube,Amazon,Levenshtein,Link,Does the audio contain a slur or not?,Original Transcription,Actual Word
2188,shit,learn to keep my big mouth shut sometimes hey thanks for watching the toy featured in this video,learn to keep my big male shit sometimes hey thanks for watching the toy featured in this video,5,https://www.youtube.com/watch?v=nLASqmM_u9o&t=361.5s,,,
2211,slave,listen to the sleigh bells chime its all fine,listen to the slave bells chime its all fine,5,https://www.youtube.com/watch?v=lQFsCgFbarw&t=1284.93s,No,listen to the sleigh bells chime it's all fine,sleigh
2229,slave,no sleigh parking zone this guys definitely gonna get a ticket,no slave parking zone this guys definitely gonna get a ticket,5,https://www.youtube.com/watch?v=iTtaVn4p5Us&t=216.359s,,,
2239,sperm,truth thats firm My socks are in the drawer with a big old,truth that sperm my socks are in the drawer with a big old,5,https://www.youtube.com/watch?v=2n04lsz6_2c&t=110.16s,No,truth that's firm My socks are in the drawer with a big old,firm
2322,wuss,dont know if we can oh hey look at that woosh woosh thats a good little bike its got a little,dont know if we can oh hey look at that loose wuss thats a good little bike its got a little,5,https://www.youtube.com/watch?v=yrvWyzwzgmM&t=125.679s,No,don't know if we can oh hey look at that whoosh whoosh that's a good little bike its got a little,whoosh
55,ass,find the clue Maya Lets go find,find the clue my ass go find,6,https://www.youtube.com/watch?v=3J9q2ox6620&t=463.312s,No,find the clue Maya Let's go find,Maya
62,ass,bust these last two open,bust his ass to open,6,https://www.youtube.com/watch?v=HIzdQR-giLo&t=730.05s,No,bust these last two open,last
74,ass,shopping at Toys R Us see you later,shopping at toys her ass see you later,6,https://www.youtube.com/watch?v=yZdz00P1nrw&t=190.62s,No,shopping at Toys R Us see you later,Us
83,asses,onto the machine at this point you can use the yarisis and put gum balls in it or like me you can go ahead and decorate,onto the machine at this point you can use the your asses and put gum balls in it or like me you can go ahead and decorate,6,https://www.youtube.com/watch?v=O3xdH2iZyxk&t=590.39s,No,onto the machine at this point you can use the jar as is and put gum balls in it or like me you can go ahead and decorate,as is
195,bitch,flower is missing something No thats a beach ball,flower is missing something no thats the bitch ball,6,https://www.youtube.com/watch?v=QndxmRdwAgo&t=1147.58s,No,flower is missing something No that's a beach ball,beach
220,bitch,electro fetch do hey perfect,electro bitch oh perfect,6,https://www.youtube.com/watch?v=U4A75MJN9Bc&t=201.32s,,,
251,booty,office supplies we have a stapler a blue stapler and,office supplies we have a stapler booty stapler and,6,https://www.youtube.com/watch?v=1wIeUH3n2XQ&t=225.2s,No,office supplies we have a stapler a blue stapler and,a blue
252,booty,cream oops bit it has backed into otis otis,cream booty bandit has backed into otis otis,6,https://www.youtube.com/watch?v=DfK5_EZ5ayk&t=1319.12s,No,cream oops bandit it has backed into otis otis,oops
261,booty,changes and theres a There was a little bow on her booty Owp look at that bright blue,changes and there is a there was a little bow on her booty oh look at that bright blue,6,https://www.youtube.com/watch?v=V-HGHmSwgoQ&t=473.484s,Yes,,
358,crap,grandmother oh grandmas there but i know the ending,grandmother oh crap up there but i know the ending,6,https://www.youtube.com/watch?v=3NZjI1u7WZw&t=338.24s,No,is grandma there oh grandma's there but i know the ending,grandma's
521,demon,yummy D meal with all your friends is just divine,yummy demon with all your friends is just divine,6,https://www.youtube.com/watch?v=3HhilBKlsCk&t=1401.71s,No,yummy D meal with all your friends is just divine,D meal
531,dick,hell be able to help diglys the best at digging and hes always happy to help his friend,hell be able to help dick leads the best at digging and hes always happy to help his friend,6,https://www.youtube.com/watch?v=kuLpCkFc0Rg&t=230.879s,No,he'll be able to help digly's the best at digging and hes always happy to help his friend,digly's
612,dope,kind of squishy my mystery one is dope soap,kind of squishy my mystery wanted dope soap,6,https://www.youtube.com/watch?v=jXHUsxiFJ7c&t=502.289s,Yes,,
673,drug,love the paw patrol now good job little pup now go tell,love the pop patrol now good drug little pup now go tell,6,https://www.youtube.com/watch?v=tAuxLbWDF18&t=829.42s,No,love the paw patrol now good job little pup now go tell,job
828,fuck,right orange ball youre coming with me in the bucket you go Oh purple ones right here drop them into lets see lets see,right orange ball youre coming with me in the fuck it you go purple ones right here drop them into lets see lets see,6,https://www.youtube.com/watch?v=4-zWbtBPHuY&t=282.8s,No,right orange ball you're coming with me in the bucket you go Oh purple one's right here drop them into let's see let's see,bucket
831,fuck,people in the front and the people in the back Oh Everybody has to buckle up,people in the front and the people in the back oh everybody has to fuck it up,6,https://www.youtube.com/watch?v=E9J_5XnkuCU&t=115.7s,No,people in the front and the people in the back Oh Everybody has to buckle up,buckle
872,fuck,30 seconds lets go all right orange ball youre coming with me in the bucket you go Oh purple ones,30 seconds lets go all right orange ball youre coming with me in the fuck it you go purple ones,6,https://www.youtube.com/watch?v=TLlHLhigvrI&t=268.28s,No,30 seconds lets go all right orange ball you're coming with me in the bucket you go Oh purple one's,bucket
990,fucking,let me try again okay put the helmet back on keep your eye,let me try again fucking put the helmet back on keep your eye,6,https://www.youtube.com/watch?v=XSkrTPaA1C0&t=254.959s,No,let me try again okay put the helmet back on keep your eye,okay
1034,fucking,on The thing to do is to try your best,on fucking to do is to try your best,6,https://www.youtube.com/watch?v=N6egzD1cbQA&t=45.216s,No,on The thing to do is to try your best,the thing
1106,fucking,black and white what could that mean black and white,black and white what could that mean fucking white,6,https://www.youtube.com/watch?v=UYp56ZURa1M&t=197.28s,No,black and white what could that mean black and white,black and
1379,jizz,spin use the gold but watch out for,spin jizz the goal but watch out for,6,https://www.youtube.com/watch?v=HtCBMUf4vYw&t=301.8s,No,spins is the goal but watch out for,is
1711,marijuana,open up a wanna slime the slime is,open up marijuana slime the slime is,6,https://www.youtube.com/watch?v=ANjmNcZkECo&t=724.69s,No,open up Moana's slime the slime is,moana
1719,marijuana,patrol and Moana swimming in our awesome,patrol and marijuana swimming in our awesome,6,https://www.youtube.com/watch?v=a5f6PuftG3I&t=241.15s,No,patrol and Moana swimming in our awesome,moana
1721,masturbating,word Frustrating Yeah frustrating,word masturbating yeah frustrating,6,https://www.youtube.com/watch?v=Ky2-FUJ4zIA&t=5996.762s,No,word Frustrating Yeah frustrating,frustrating
1729,naked,really long neck and at the end was an,really long naked at the end was an,6,https://www.youtube.com/watch?v=GKbbF7VVNpA&t=130.959s,No,really long neck and at the end was an,neck
1739,naked,had a really long neck and at the end,had a really long naked at the end,6,https://www.youtube.com/watch?v=Wm-VTZGS_44&t=2173.599s,No,had a really long neck and at the end,neck
1741,naked,had a really long neck and at the end was an,had a really long naked at the end was an,6,https://www.youtube.com/watch?v=NSSrMzIrMhk&t=57.6s,No,had a really long neck and at the end was an,neck
1742,naked,really long neck and at the end,really long naked at the end,6,https://www.youtube.com/watch?v=Rr0REk_EYMs&t=1237.919s,No,really long neck and at the end,neck
1750,naked,really long neck and at the end,really long naked at the end,6,https://www.youtube.com/watch?v=0SVaGR7eH38&t=476.72s,No,really long neck and at the end,neck
1888,sex,many socks weve collected and how many people have been helped,many sex we collected and how many people have been helped,6,https://www.youtube.com/watch?v=8kfZC-Va8To&t=52.00100000000001s,No,many socks we've collected and how many people have been helped,socks
1988,shit,again coming through the junction and going oh wow this is just confusing,again coming through the junk shit and going oh wow this is just confusing,6,https://www.youtube.com/watch?v=3LaES8Khvzg&t=544.83s,No,again coming through the junction and going oh wow this is just confusing,junction
2038,shit,thats when the flowers start to bloom it starts to warm up a little bit sometimes it rains a lot during spring yeah wow everythings just growing so nice oh sheesh its so hot right now yeah this is summer,thats when the flowers start to bloom it starts to warm up a little bit sometimes it rains a lot during spring yeah wow everythings just growing so nice oh shit so hot right now yeah this is summer,6,https://www.youtube.com/watch?v=JpbnNpfeeOo&t=77.6s,No,that's when the flowers start to bloom it starts to warm up a little bit sometimes it rains a lot during spring yeah wow everything's just growing so nice oh sheesh it's so hot right now yeah this is summer,sheesh
2077,shit,tells you to cut out this portion and she hey its this one oh its this this piece,tells you to cut out this portion and shit a so its this one oh its this this piece,6,https://www.youtube.com/watch?v=m-oactvVH9s&t=208.03s,No,tells you to cut out this portion and sheet hey its this one oh its this this piece,sheesh
2172,shit,powered flashlight check Walkietalkies good to go,powered flashlight shit walkie talkies good to go,6,https://www.youtube.com/watch?v=rf6fN1gmHJU&t=444.55s,No,powered flashlight check Walkie-talkies good to go,check
2246,spunk,signed by nose pump the pirate pilots ive never gone on a treasure hunt before that sounds like weve got a mission and you know what that means its time for us to pick,signed by no spunk the pirate pilot ive never gone on a treasure hunt before that sounds like weve got a mission and you know what that means its time for us to pick,6,https://www.youtube.com/watch?v=ik4mx0gpumU&t=1369.919s,No,signed by nosepunk the pirate pirate treasure I've never gone on a treasure hunt before that sounds like we've got a mission and you know what that means it's time for us to pick,[Noise]
2251,spunky,on something you like and bring it to the scarecrow Spooky Snazzy Oh I like,on something you like and bring it to the scarecrow spunky snazzy oh i like,6,https://www.youtube.com/watch?v=4xBV2NGjvjk&t=475.28s,No,on something you like and bring it to the scarecrow Spooky Snazzy Oh I like,spooky
2276,titty,much inside I got BowBow Kitty plus a hair clip,much inside i got bobo titty plus a hair clip,6,https://www.youtube.com/watch?v=ut41yTIPYB0&t=478.81s,No,much inside I got BowBow Kitty plus a hair clip,kitty
2289,turd,some yellow dirt and wait a minute theres even a tree,some yellow turd and wait a minute theres even a tree,6,https://www.youtube.com/watch?v=2aMfWaK5-XQ&t=63.87s,,,
2299,virgin,like this old about version because look its shiny,like this old about virgin because look its shiny,6,https://www.youtube.com/watch?v=ywPsDMpBvWk&t=115.29s,No,like this autobot version because look it's shiny,version
45,ass,tell us what you like to dress up as Yeah tell,tell us what you like to dress up your ass yeah tell,7,https://www.youtube.com/watch?v=IQJ54y6UT-8&t=228.477s,No,tell us what you like to dress up as Yeah tell,as
148,bitch,youve added a few words uh i thought it sounded,youve added a few words or bitch i thought it sounded,7,https://www.youtube.com/watch?v=7BeFv26hO9Y&t=1723.12s,No,you've added a few words orbit uh i thought it sounded,orbit
151,bitch,to demonstrate the many many things you can do with a beach ball Yes You can talk to,to demonstrate the many many things you can do with a bitch bob yes you can talk to,7,https://www.youtube.com/watch?v=fb9FzI-zspc&t=7.92s,No,to demonstrate the many many things you can do with a beach ball Yes You can talk to,beach
161,bitch,demonstrate the many many things you can do with a beach ball Yes You can talk,demonstrate the many many things you can do with a bitch bob yes you can talk,7,https://www.youtube.com/watch?v=Ky2-FUJ4zIA&t=3383.052s,No,demonstrate the many many things you can do with a beach ball Yes You can talk,beach
163,bitch,open my eyes yet shh focus on your pose,open my eyes yet or bitch focus on your pose,7,https://www.youtube.com/watch?v=xCUSc1x3-lo&t=963.92s,No,open my eyes yeah orbit shh focus on your pose,orbit
309,cock,elements like deco then by nonadhesive clock or,elements like decadent by no adhesive cock or,7,https://www.youtube.com/watch?v=HGbwMJ6XG_I&t=42.88s,No,elements like decoden vinyl adhesive caulk or,caulk
342,crap,do the hermit crab these are really cute animals the hermit crabs if you havent seen,do the hermit crap is a really cute animals the hermit crabs if you havent seen,7,https://www.youtube.com/watch?v=7Fo1SnNirrg&t=358.699s,No,do the hermit crab these are really cute animals the hermit crabs if you haven't seen,crab
387,crap,around his rest huh serves,around and crap huh serves,7,https://www.youtube.com/watch?v=Fsg53r3US_w&t=121.66s,,,
398,cum,had another girl come shop for her hmm you need,had another girl cum shot for her mm do you need,7,https://www.youtube.com/watch?v=BbD3GMvq6QA&t=517.35s,No,had another girl come shop for her hmm do you need,come
528,dick,knocked over tapleys tower bandit is a menace,knocked over dick please tower bandit is a menace,7,https://www.youtube.com/watch?v=1wqwLMJA2PU&t=182.209s,No,knocked over Digly's tower bandit is a menace,digly
588,dong,is for pineapple q q is for Quan dong Oh r is,is for pineapple q q is for kwon dong mhm o r is,7,https://www.youtube.com/watch?v=pZzwL7zumfg&t=431.73s,No,P is for pineapple Q Q is for Quandong R is,Quandong
616,drug,safely on their way tony trump go go go frankie hop hop says,safely on their way tony drug go go go frankie half pop says,7,https://www.youtube.com/watch?v=c3JcBmhCG10&t=359.68s,No,safely on their way tony truck go go go frankie hop hop says,truck
678,drug,have drug to lure us here and for,have drug glorias here and for,7,https://www.youtube.com/watch?v=KYCQVAqDQlY&t=366.84s,No,have Dracalaura here and for,Dracalaura
996,fucking,fire to start what should i do dont put the fork in the microwave thats a good idea well be back shortly,fire to start what should i do dont put the fucking microwave thats a good idea well be back shortly,7,https://www.youtube.com/watch?v=7obTBWQtzkg&t=2094.48s,No,fire to start what should i do don't put the fork in the microwave that's a good idea well be back shortly,fork in the
1020,fucking,game Come on The thing to do is to try your best,game come on fucking to do is to try your best,7,https://www.youtube.com/watch?v=edmj-Ey3PrE&t=215.065s,No,game Come on The thing to do is to try your best,the thing
1024,fucking,fire to start what should i do dont put the fork in the microwave thats a good idea well be back shortly,fire to start what should i do dont put the fucking microwave thats a good idea well be back shortly,7,https://www.youtube.com/watch?v=70VnJosOico&t=1318.799s,No,fire to start what should i do don't put the fork in the microwave that's a good idea we'll be back shortly,fork in the
1047,fucking,big problem yeah my folk can just disappeared,big problem yeah my fucking just disappeared,7,https://www.youtube.com/watch?v=5SjgoeFgMGE&t=4546.77s,,,
1366,heroin,could be a hero you mean a heroine yes emma the mighty oh me too im not very fast but im strong,could be a hero you mean a heroin yes am i the mighty oh me too im not very fast but im strong,7,https://www.youtube.com/watch?v=rZ5VQAmBMSU&t=1386.0s,No,could be a hero you mean a heroine yes emma the mighty oh me too i'm not very fast but i'm strong,heroine
1638,killing,sorry peg feeling low maybe next,sorry peck killing mo maybe next,7,https://www.youtube.com/watch?v=XogzO37wHdY&t=1160.95s,No,sorry peg feeling low maybe next,feeling
1725,meth,another gordon up here on top of pidmit yeah i dont know how that happened,another gordon up here on top did meth yeah i dont know how that happened,7,https://www.youtube.com/watch?v=7wdmeAN95gU&t=603.519s,No,another gordon up here on top of Tidmouth yeah i dont know how that happened,tidmouth
1788,piss,question mark i mean ryan gets to pick i want to do robocombo versus robocop all right may the best robo combo wins are you gonna do the body or the,question mark i mean ryan gets to piss i want to do robo combo versus robo combo all right may the best robo combo wins are you gonna do the body or the,7,https://www.youtube.com/watch?v=0M_MmqBdQR4&t=679.04s,No,question mark i mean ryan gets to pick i want to do robo combo versus robo combo all right may the best robo combo wins are you gonna do the body or the,pick
1804,piss,mood springs easy idle get the piston up little,mood springs easy idol got the piss cup little,7,https://www.youtube.com/watch?v=Fsg53r3US_w&t=792.77s,,,
1814,pooping,non coupang virtual pets dolphins,non pooping virtual pets dolphins,7,https://www.youtube.com/watch?v=sUuJPmCekBo&t=35.71s,Yes,,
1940,sex,something else weve got this extra block and this is the first time,something else weve got sex to block and this is the first time,7,https://www.youtube.com/watch?v=gE6f_Hd-Kzk&t=698.93s,,,
2277,titty,super dizzy yeah I mean that didnt work,super titty yeah me and that didnt work,7,https://www.youtube.com/watch?v=0ZEZCv2dpaM&t=213.7s,,,
2303,virgin,superhero version this is Ryan transforming,superhero virgin this is ryan transforming,7,https://www.youtube.com/watch?v=XjptBMt4JC8&t=1392.32s,No,superhero version this is Ryan transforming,version
245,booty,ice cream bin it has backed into otis otis looks mad serves bandit right being mean to everyone now,ice cream booty bandit has backed into otis otis looks mad serves bandit right being mean to everyone now,8,https://www.youtube.com/watch?v=ti9OfHbmllA&t=1685.6s,No,ice cream oops bandit has backed into otis otis looks mad serves bandit right being mean to everyone now,oops
259,booty,police car enjoying some ice cream booth a bandit has backed into,police car enjoying in the ice cream booty bandit has backed into,8,https://www.youtube.com/watch?v=HlbDO4UK1GQ&t=1072.11s,No,police car enjoying in the ice cream oops bandit has backed into,oops
276,bullshit,yours I dont know its bullsh I use the smaller bowl of the bigger,yours i dont know its bullshit i used a smaller bowl of the bigger,8,https://www.youtube.com/watch?v=Y50icU2x6b8&t=75.99s,No,yours I don't know which bowl I use the smaller bowl or the bigger,bowl
306,cock,great big hug and,great be a cock and,8,https://www.youtube.com/watch?v=e-_xhn_PhSY&t=59.67s,No,great big hug and,hug
307,cock,looks like its Chases turn chase caught blue so,looks like its chases turn cheese cock blue so,8,https://www.youtube.com/watch?v=KVygOWycqZs&t=427.449s,No,looks like it's Chase's turn Chase caught blue so,caught
339,crap,hug a grouch Youre kissing,hug a crap youre kissing,8,https://www.youtube.com/watch?v=hHC3M7KL2ns&t=248.92s,No,hug a grouch You're kissing,grouch
340,crap,jumping and sliding with his favorite crowd theyre playing together having,jumping and sliding with this fever re crap theyre playing together having,8,https://www.youtube.com/watch?v=tN0FYstG8II&t=79.52s,No,jumping and sliding with his favorite crowd they're playing together having,crowd
393,crappy,act like a cat thats never gonna work of course a little grampy pants just watch,act like a cat thats never gonna work of course about crappy pants just watch,8,https://www.youtube.com/watch?v=UgUj8RtK4sg&t=362.479s,No,act like a cat that's never gonna work of course it will grampy pants just watch,grampy
556,dick,wonder what that awful bully is up to oh no hes knocked over TIG Lees tower bandit is a menace,wonder what that awful bully is up to oh no hes knocked over dick please tower bandit is a menace,8,https://www.youtube.com/watch?v=osEl_K1GLGE&t=1244.6s,No,wonder what that awful bully is up to oh no he's knocked over Digly's tower bandit is a menace,digly
569,dick,brown hair this is super cool its big too like holy cow,brown hair this is super cool and its dick to like holy cow,8,https://www.youtube.com/watch?v=rhY4Cvqqxsw&t=382.88s,,,
598,dope,snowflake so what were going to do is put our cookie cutter on top of the dough okay okay and ill do mine,snowflake so what were going to do is put our cookie cutter on top of the dope okay and ill do mine,8,https://www.youtube.com/watch?v=LDfDlvvOIG4&t=3253.599s,No,snowflake so what were going to do is put our cookie cutter on top of the dough okay okay and i'll do mine,dough
653,drug,green box whats inside the box why is a recycle truck look and theres Gus hes recycling so its important to reduce,green box whats inside the box why its up recycled drug look and theres gus hes recycling so its important to reduce,8,https://www.youtube.com/watch?v=LEkCseHJ4vU&t=528.17s,No,green box what's inside the box why is a recycle truck look and there's Gus he's recycling so it's important to reduce,truck
665,drug,wont cook you ducked up on a cookie,wont cook you drug drop on a cookie,8,https://www.youtube.com/watch?v=1qaO-8QqEbw&t=597.9s,No,want cookie Jack Jack want a cookie,jack
671,drug,wont cook you ducked up on a cookie,wont cook you drug drop on a cookie,8,https://www.youtube.com/watch?v=8yH3ff9BVt8&t=598.45s,No,want cookie Jack Jack want a cookie,jack
708,drunk,those today but theyre pretty cool because you can use them for drums okay not plain lets get to cooking all right lets see um probably,those today but theyre pretty cool because you can use them for drunk okay no plane lets get cooking all right lets see um probably,8,https://www.youtube.com/watch?v=1qCp9m7I_jw&t=1326.559s,No,those today but they're pretty cool because you can use them for drums okay enough playin' let's get to cooking all right let's see um probably,drums
713,drunk,nice good drop right im going to do it on the fly okay,nice good drunk im going to do it on the fly okay,8,https://www.youtube.com/watch?v=tlLtMeFw-88&t=1133.919s,No,nice good drop right i'm going to do it on the fly okay,drop
723,drunken,we have the bed for Draculaura and then we have a small bed we have a crib we have,we have the bed for drunken laura and then we have a small bed we have a crib we have,8,https://www.youtube.com/watch?v=C_j0vpZnQXQ&t=11.91s,No,we have the bed for Draculaura and then we have a small bed we have a crib we have,Dracalaura
724,drunken,now we have here the bed for those next to it we have the bed for Draculaura and then we have a small,now we have here the bed for those next to it we have the bed for drunken laura and then we have a small,8,https://www.youtube.com/watch?v=7bLAxSrt5TY&t=377.56s,No,now we have here the bed for those next to it we have the bed for Draculaura and then we have a small,Dracalaura
783,fag,wants to open the laundry detergent its washed away and it looks super cool so we pop off the bottom and out comes our little fabric which,wants to open the laundry detergent its washed away and it looks super cool so we pop off the bottom and outcomes are little fag which,8,https://www.youtube.com/watch?v=7kUW8fc0Pqc&t=216.2s,No,wants to open the laundry detergent it's wash away and it looks super cool so we pop off the bottom and out comes our little bag which,bag
851,fuck,little bug you meetll look as pretty as this,little fuck you need to look as pretty as this,8,https://www.youtube.com/watch?v=KKXadS3hanw&t=24.607s,No,little bug you meet'll look as pretty as this,bug
955,fucked,hear Elmos book too Well get closer,hear almost fucked too well get closer,8,https://www.youtube.com/watch?v=f1YPSS2-zoQ&t=683.199s,No,hear Elmo's book too Well get closer,book
1006,fucking,these Pokemon packs,these fucking mom packs,8,https://www.youtube.com/watch?v=wiDCG5ROOvA&t=164.78s,No,these Pokemon packs,Pokemon
1016,fucking,rid of the bugs no more bugs no more bugs no more fun yay thank,rid of the bogs no more bugs no more bugs no more fucking thank,8,https://www.youtube.com/watch?v=L4wFnjdFpqE&t=1100.72s,No,rid of the bugs no more bugs no more bugs no more bugs yay thank,fun yay
1066,fucking,much bigger giant size look at compared to this one yeah look how much bigger he is i am bigger see the next one its giant squishy gus hes a giant head maybe we can bribe the evil wizard with,much bigger giant five fucking compared to this one yeah look how much bigger he is i am bigger see the next one its giant squishy gus hes a giant head maybe we can bribe the evil wizard with,8,https://www.youtube.com/watch?v=BlOKApDJ53Y&t=359.759s,No,much bigger giant size look at compared to this one yeah look how much bigger he is i am bigger see the next one its giant squishy gus hes a giant head maybe we can bribe the evil wizard with,size look at
1091,fucking,stops nobody knows i love buccaneer planet me too but i dont think pyramids were built by pirates theater planet is fun but i dont want to pretend im in a pyramid i want to check,stops nobody knows i love fucking your planet me too but i dont think pyramids were built by pirates theater planet is fun but i dont want to pretend im in a pyramid i want to check,8,https://www.youtube.com/watch?v=PTwZVtezmFo&t=1430.0s,No,stops nobody knows i love buccaneer planet me too but i dont think pyramids were built by pirates theater planet is fun but i dont want to pretend im in a pyramid i want to check,buccaneer
1096,fucking,afraid Albuquerque and cat do not rhyme Oh I am such a terrible,afraid albuquerque and cat do not rhyme oh i am fucking terrible,8,https://www.youtube.com/watch?v=4c--xBAAMEI&t=667.55s,No,afraid Albuquerque and cat do not rhyme Oh I am such a terrible,such a
1375,incest,can write them in the comments below this video or on Sesame Studios Facebook and Twitter pages,can write them in the comments below this video or incest me studios facebook and twitter pages,8,https://www.youtube.com/watch?v=KrzRSB6AGK0&t=148.89s,No,can write them in the comments below this video or on Sesame Studios Facebook and Twitter pages,Sesame
1653,killing,anticipation is killing me your favorite,anticipation is killing me oh baby your favorite,8,https://www.youtube.com/watch?v=_f6n8nF4LLw&t=784.12s,Yes,,
1660,killing,third challenge done in record,third killing one and record,8,https://www.youtube.com/watch?v=vTp2FcY0Av0&t=481.421s,No,third challenge done in record,challenge
1778,panties,with names like Zinnias and Posies ♪ ♪ Pansies or,with names like zinnias and posies panties or,8,https://www.youtube.com/watch?v=ROZrfdCNYfE&t=455.035s,No,with names like Zinnias and Posies ♪ ♪ Pansies or,pansies
1817,pooping,why are you so angry shes pooping and drinking,why are you so angry i think shes pooping and drinking,8,https://www.youtube.com/watch?v=xFLhO4VQ3gg&t=350.47s,Yes,,
1854,rape,thanksgiving day for rain as a giant,thanksgiving deep rape as a giant,8,https://www.youtube.com/watch?v=--7Q-kZYES8&t=3.84s,No,thanksgiving day for rain as a giant,rain
1870,raper,controlling it I dont know man Ive been a raper hold the manhole cover entrance dude the entrance something seems fishy about them now wheres that remote,controlling it i dont know man i found a raper hold the manhole cover entrance dude the entrance something seems fishy about them now wheres that remote,8,https://www.youtube.com/watch?v=moqRpVowbPA&t=367.49s,,,
1962,shit,knew it the show I didnt,knew it was a shit i didnt,8,https://www.youtube.com/watch?v=zqwtNz1V-8o&t=325.02s,No,knew it the shell I didnt,shell
2022,shit,great from alien hey you know mine looks a little bit weird right now but trust me guys once i flip it im gonna rock your world,great from alien shit hey you know my looks a little bit weird right now but trust me guys once i flip it im gonna rock your world,8,https://www.youtube.com/watch?v=7T7HxqJrB3o&t=3488.0s,No,great from alien ship hey you know mine looks a little bit weird right now but trust me guys once i flip it im gonna rock your world,ship
2106,shit,real one no we had to take a chair not yet because its still,real one no we have to take a chair that shit because its still,8,https://www.youtube.com/watch?v=oK7QyC01v_g&t=113.94s,No,real one no we had to take a chair not yet because its still,yet
2144,shit,babys face lunch is now,babys face not shit now,8,https://www.youtube.com/watch?v=p35w-yWhSbs&t=220.39s,No,baby's face not sit now,sit
2184,shit,us learn the colors of candy cat who is orange she has a pink nose a red mouth and then look at her outfit she has a purple bow bright solution and she has a green bottom,us learn the colors of candy cat who is orange she has a pink nose a red mouth and then look at her outfit she has a purple bow bright blue shit and she has a green bottom,8,https://www.youtube.com/watch?v=gtZpqPNnC8c&t=947.98s,,,
2200,shite,needs the Christmas tree to shade so big and bright so quickly come with me,needs is a christmas tree to shite so big and bright so quickly come with me,8,https://www.youtube.com/watch?v=YinslNklNCI&t=1624.799s,No,needs the Christmas tree to shine so big and bright so quickly come with me,shine
2212,slave,coco and i are on whoa a sleigh yeah sleighs,coco and i are on woah slave yeah sleighs,8,https://www.youtube.com/watch?v=LDfDlvvOIG4&t=2732.079s,No,coco and i are on whoa a sleigh yeah sleighs,sleigh
2220,slave,cute kitty whoa and look at what coco and i are on whoa a sleigh yeah sleighs are,cute kitty whoa and look at what coco and i are on woah slave yeah sleighs are,8,https://www.youtube.com/watch?v=uDOD_UmBQdI&t=166.239s,No,cute kitty whoa and look at what coco and i are on whoa a sleigh yeah sleighs are,sleigh
2270,tit,should have been at Tidmouth by now,should have been a tit meth by now,8,https://www.youtube.com/watch?v=mi_EKNPgT-s&t=276.41s,No,should have been at Tidmouth by now,tidmouth
2273,titties,got those little kitty sleep I hope that they listen to me next time when,got those little titties to sleep i hope that they listen to me next time when,8,https://www.youtube.com/watch?v=CcQD9lh3xBM&t=269.28s,No,got those little kitties to sleep i hope that they listen to me next time when,kitties
2286,turd,says hi my name is ryan okay its teacher lolo turd okay another one what could it be its kind of heavy,says hi my name is ryan okay its teacher lolo turd okay ooh another one who what could it be its kind of heavy,8,https://www.youtube.com/watch?v=Yak3obyjPJk&t=302.32s,,Illegible,[Noises]
2315,whiskey,tooth twisty list vaccine all right and you go should,tooth whiskey lish vaccine all right and you guys should,8,https://www.youtube.com/watch?v=MEyLa2Bf0es&t=607.5s,No,Squish Deelish vaccines all right and you go should,Squish Deelish
52,ass,up here lets get those next Maya Have a few,up here lets get those next to my ass a few,9,https://www.youtube.com/watch?v=0moet__Zmr8&t=335.22s,No,up here lets get those next Maya Have a few,Maya
78,ass,since we love found now guys I think by us going back in time we created an,since we love oh no guys i think my ass going back in time we created an,9,https://www.youtube.com/watch?v=gY-baGgP778&t=178.41s,,,Maya
88,asshole,a cookie castle where me could be,a coke eek asshole where me could be,9,https://www.youtube.com/watch?v=Pap9mgC0GlU&t=25.52s,No,a cookie castle where me could be,castle
240,booty,cream booths bidded has back into,cream booty bandit has backed into,9,https://www.youtube.com/watch?v=nV8A2AAn5LA&t=473.54s,No,cream oops bandit has backed into,oops
256,booty,ice cream booths bidded has back into,ice cream booty bandit has backed into,9,https://www.youtube.com/watch?v=rUgX615t8AI&t=475.22s,No,ice cream oops bandit has backed into,oops
257,booty,ice cream booths bidded has back into,ice cream booty bandit has backed into,9,https://www.youtube.com/watch?v=oQ2NResdGHs&t=110.94s,No,ice cream oops bandit has backed into,oops
272,bullshit,japanese vote right now coming over and through the tunnel,japanese bullshit now coming over and through the tunnel,9,https://www.youtube.com/watch?v=-qbtkxkJY3Y&t=856.96s,No,japanese bullet train now coming over and through the tunnel,bullet train
314,cocktail,champagne wine cocktail tropical drink beer,champagne wine cocktail mhm yeah tropical drink beer,9,https://www.youtube.com/watch?v=XDR4EXIsQos&t=161.4s,Yes,,
348,crap,think its ready its time to crap get okay now,think its ready its final crap get open now,9,https://www.youtube.com/watch?v=N10ysIxsS-I&t=163.97s,No,think its ready its time to crack it open now,crack
396,crappy,really love to make one last crap before we go what do you guys think about making your own book back yeah thats a great idea why dont we make book,really love to make one last crappy for we call what do you guys think about making your own book back yeah thats a great idea why dont we make book,9,https://www.youtube.com/watch?v=yX76HWLyA0c&t=4.74s,No,really love to make one last craft before we go what do you guys think about making your own book back yeah thats a great idea why dont we make book,craft
611,dope,actions clap set and this is a dope playset,actions pop get back and this is a dope playset,9,https://www.youtube.com/watch?v=16IndzFp8HQ&t=970.4s,No,actions pup gift set and this is a dough playset,dough
