,Id,Slur,YouTube,Amazon,Levenshtein,Link,Start Time,Does the audio contain a slur or not?,Original Transcription,"Race of speaker (Caucasian, Asian, South Asian, Black, and Australoid/ Animation)",Actual Word
112,597,dope,here we go combo crew today were supposed to be learning about the legendary golden egg in history class you should have heard my history teacher mr coach pat and thats why the city of atlantis has never been found now listen up you dough heads were gonna be talking about the legend of the golden egg tomorrow got it so bring,here we go combo crew today were supposed to be learning about the legendary golden egg in history class you should have heard my history teacher mr coach pat and thats why the city of atlantis has never been found now listen up you dope heads were gonna be talking about the legend of the golden egg tomorrow got it so bring,3,https://www.youtube.com/watch?v=bBRt3sq5eOY&t=32.16s,34.8,No,here we go combo crew today were supposed to be learning about the legendary golden egg in history class you should have heard my history teacher mr coach pat and thats why the city of atlantis has never been found now listen up you dough heads were gonna be talking about the legend of the golden egg tomorrow got it so bring,Animation (Asian),dough
113,676,drug,both spinners are really really good these two ended up in a draw I cannot believe,both spinners are really really good these two ended up in a drug i cannot believe,3,https://www.youtube.com/watch?v=jAXvNg05nE0&t=264.0s,265.49,No,both spinners are really really good these two ended up in a draw I cannot believe,Asian,draw
114,680,drug,you use a minimal amount of paint method number four pain and drive you can use a,you use a minimal amount of paint method number four pain and drug you can use a,3,https://www.youtube.com/watch?v=bOAYrLWlOj4&t=168.62s,171.21,No,you use a minimal amount of paint method number four pain and draft you can use a,Asian,draft
115,684,drug,slowly to drug it back to his house,slowly drug it back to his house,3,https://www.youtube.com/watch?v=0N79R4Mo7IE&t=134.82s,136.85,,,,
116,821,fuck,else yeah the souls of the animal kingdom eagle fox bottlenose,else yeah the souls of the animal kingdom eagle fuck bottlenose,3,https://www.youtube.com/watch?v=QflmS8lD_BI&t=2675.28s,2679.05,No,else yeah the souls of the animal kingdom eagle fox bottlenose,White,fox
117,836,fuck,least and did you know hummingbirds can flap their wings so fast oh look theres a person hey hi,least and did you know hummingbirds can flap their wings so fast oh fuck theres a person hey hi,3,https://www.youtube.com/watch?v=rRvsHXGlO9U&t=1409.36s,1415.37,No,least and did you know hummingbirds can flap their wings so fast oh look theres a person hey hi,White,look
118,880,fuck,least and did you know hummingbirds can flap their wings so fast oh look theres a person,least and did you know hummingbirds can flap their wings so fast oh fuck theres a person,3,https://www.youtube.com/watch?v=mAYbrYFZFRs&t=1408.72s,1415.28,No,least and did you know hummingbirds can flap their wings so fast oh look theres a person,White,look
119,1078,fucking,fit one more looking pretty full here we,fit one more fucking pretty full here we,3,https://www.youtube.com/watch?v=oiSmIqBYAj0&t=534.16s,535.36,No,fit one more looking pretty full here we,White,looking
120,1127,fucks,sure anybody help me theres two more bumps this homemade,sure anybody help me theres two more fucks this homemade,3,https://www.youtube.com/watch?v=L4wFnjdFpqE&t=1136.48s,1137.52,No,sure anybody help me theres two more bugs this homemade,Asian,bugs
121,1143,gringo,idea bingo I got it okay get ready,idea gringo i got it okay get ready,3,https://www.youtube.com/watch?v=4CkD0OQZNnI&t=198.51s,200.8,,,,
122,1666,kills,how are you more spots chickenpox chickenpox kellsthorpe station was being repainted when there was an accident with a pail of paint,how are you more spot chickenpox chickenpox kills thorpe station was being repainted when there was an accident with a pail of paint,3,https://www.youtube.com/watch?v=Ml7SmTiZReg&t=146.989s,155.64,No,how are you more spots chickenpox chickenpox kellsthorpe station was being repainted when there was an accident with a pail of paint,White,kells
123,1784,penises,baby and on the bottom here we have Venuss bed and then we have,baby and on the bottom here we have penises bed and then we have,3,https://www.youtube.com/watch?v=C_j0vpZnQXQ&t=22.65s,25.4,No,baby and on the bottom here we have Venuss bed and then we have,Asian,Venus
124,1831,pube,heres the other one just pew and cut away,heres the other one just pube and cut away,3,https://www.youtube.com/watch?v=-vOU7i0cnwQ&t=171.44s,175.16,No,heres the other one just pew and cut away,Asian,pew
125,1833,pube,youll have something like this isnt that cool look be a snowman okay heres the other one just pew and cut away,youll have something like this isnt that cool look be a snowman okay heres the other one just pube and cut away,3,https://www.youtube.com/watch?v=R6QHci2-fYM&t=474.0s,477.66,No,youll have something like this isnt that cool look be a snowman okay heres the other one just pew and cut away,,pew
126,1930,sex,can manage your your sense and best of luck on your mark,can manage your your sex and best of luck on your mark,3,https://www.youtube.com/watch?v=8EgrX04vZxU&t=710.76s,712.91,No,can manage wear your sacks and best of luck on your mark,White (child),sacks
127,1969,shit,right and both fruits and vegetables are high in fiber minerals antioxidants and plant compounds wow i didnt know that hey sug why dont you tell your dad what you learned today,right and both fruits and vegetables are high in fiber minerals antioxidants and plant compounds wow i didnt know that hey shit why dont you tell your dad what you learned today,3,https://www.youtube.com/watch?v=dwneYhACl18&t=1226.64s,1229.06,No,right and both fruits and vegetables are high in fiber minerals antioxidants and plant compounds wow i didnt know that hey sug why dont you tell your dad what you learned today,Animation (White),sug
128,2190,shit,clam from chef they almost look like cramps or something but this is super cool at the accessories as well now were also,clam from shit they almost look like cramps or something but this is super cool at the accessories as well now were also,3,https://www.youtube.com/watch?v=QH1-ylD6diA&t=662.83s,665.2,,,,
129,2213,slave,but it is christmas time listen to the slave else chime,but it is christmas time listen to the slave bells chime,3,https://www.youtube.com/watch?v=S3wU--EIYy8&t=591.12s,593.6,No,but it is christmas time listen to the sleigh bells chime,Animation (White),sleigh
130,2216,slave,time listen to the slave elves chime,time listen to the slave bells chime,3,https://www.youtube.com/watch?v=vIJpOyYIuMk&t=834.079s,834.77,No,time listen to the sleigh bells chime,Animation (White),sleigh
131,2218,slave,him i dont think santa has been but it is christmas time listen to the slave else chime,him i dont think santa has been but it is christmas time listen to the slave bells chime,3,https://www.youtube.com/watch?v=TD3RFeUyy7Y&t=950.48s,952.96,No,him i dont think santa has been but it is christmas time listen to the sleigh bells chime,Animation (White),sleigh
132,2221,slave,dont think santa has been but it is christmas time listen to the slave elves chime its all fine at christmas time santa made it here on time everybody shout,dont think santa has been but it is christmas time listen to the slave bells chime its all fine at christmas time santa made it here on time everybody shout,3,https://www.youtube.com/watch?v=io1wzv13Qw4&t=702.079s,705.24,No,dont think santa has been but it is christmas time listen to the sleigh elves chime its all fine at christmas time santa made it here on time everybody shout,Animation (White),sleigh
133,2240,spunk,just a map its a pirates treasure map signed by no spell the pirate,just a map its a pirates treasure map signed by no spunk the pirate,3,https://www.youtube.com/watch?v=ix95Hk_x7lo&t=37.68s,40.63,,,Animation (White),
134,2241,spunk,just a map its a pirates treasure map signed by no spell the pirate pilot,just a map its a pirates treasure map signed by no spunk the pirate pilot,3,https://www.youtube.com/watch?v=T-RdFpW2gCw&t=704.8s,705.88,,,Animation (White),
135,2269,tit,is for great tit h h is,is for great tit h age is,3,https://www.youtube.com/watch?v=aHO_UclsTbY&t=331.36s,335.87,Yes,is for great tit h h is,White,
136,2274,titty,pop repeat after me like and subscribe like and subscribe very good now remember to show this video to all of your friends so you can all be titty trolls together,pop repeat after me like and subscribe like and subscribe very good now remember to show this video to all of your friends you can all be titty trolls together,3,https://www.youtube.com/watch?v=7obTBWQtzkg&t=803.279s,806.36,Yes,pop repeat after me like and subscribe like and subscribe very good now remember to show this video to all of your friends you can all be titty trolls together,Black (American),
137,2305,virgin,oil and finally fill up the rest put virgin olive oil now,oil and finally fill up the rest with virgin olive oil now,3,https://www.youtube.com/watch?v=94P8X72i5M0&t=46.23s,51.83,Yes,oil and finally fill up the rest with virgin olive oil now,Asian,
138,38,ass,begins with the letter S And so,begins with the letter ass and so,4,https://www.youtube.com/watch?v=nU1hNIrZU3w&t=37.43s,38.98,No,begins with the letter S And so,Animation (White),S
139,56,ass,love that adds first nut,love the ass first nut,4,https://www.youtube.com/watch?v=2Fz6gbXyd4s&t=387.62s,390.59,No,love that adds first nut,White (Kid),adds
140,57,ass,put Mayas food,put my ass food,4,https://www.youtube.com/watch?v=EC6Poq1655k&t=500.831s,503.12,No,put my food,White (Kid),
141,164,bitch,open my eyes yet orbit shh focus on your pose,open my eyes yet or bitch focus on your pose,4,https://www.youtube.com/watch?v=rZ5VQAmBMSU&t=298.4s,301.89,No,open my eyes yet orbit shh focus on your pose,Animation (White),orbit shh
142,191,bitch,that have metal in it and it puts it into one bin and everything else will go into this other bin Oh boy can we do it now,that have metal in it and it puts it into one bin and everything else will go into this other bitch oh boy can we do it now,4,https://www.youtube.com/watch?v=-0ijMPvIy-U&t=150.07s,151.37,No,that have metal in it and it puts it into one bin and everything else will go into this other bin oh boy can we do it now,White,bin
143,192,bitch,me guys look this is my battery toothbrush I fit thats right thats the color you chose,me guys look this is my battery toothbrush i bitch thats right thats the color you chose,4,https://www.youtube.com/watch?v=msAJOafpyW8&t=436.62s,438.61,No,me guys look this is my battery toothbrush i bet thats right thats the color you chose,Asian,bet
144,197,bitch,step up to the plate and here come the pitch Cookie Monster swing,step up to the place and here come the bitch cookie monster swing,4,https://www.youtube.com/watch?v=6G9rjsQ0PE8&t=240.14s,243.09,No,step up to the plate and here come the pitch Cookie Monster swing,Animation (White),pitch
145,244,booty,got a phone Bootsie didnt take,got a phone booty didnt take,4,https://www.youtube.com/watch?v=CJbMd-kmmcY&t=104.53s,105.54,No,got a phone Bootsie didnt take,Animation (White),Bootsie
146,247,booty,little birdy I cannot,little booty i cannot,4,https://www.youtube.com/watch?v=qBmSlW7-ogY&t=99.02s,100.01,No,little birdy I cannot,Animation (White),birdy
147,292,cock,crow or cockadoodledo is the sound that a rooster makes in the morning some birds migrate,crow or cock a doodle doo is the sound that a rooster makes in the morning some birds migrate,4,https://www.youtube.com/watch?v=8U48-yS94AY&t=144.48s,147.02,No,crow or cockadoodledo is the sound that a rooster makes in the morning some birds migrate,White,cockadoodledo
148,316,coitus,perfect cure for Toyitis Maybe so but you have to leave,perfect cure for coitus maybe so but you have to leave,4,https://www.youtube.com/watch?v=ULKKUYd6drE&t=523.592s,525.03,No,perfect cure for Toyitis Maybe so but you have to leave,White,Toyitis
149,365,crap,inspired desk organizer for this crap Ill be using a template that you can download from simple kiss,inspired desk organizer for this crap i will be using a template that you can download from simple kiss,4,https://www.youtube.com/watch?v=vu3TJD3660A&t=14.82s,18.92,No,inspired desk organizer for this craft i will be using a template that you can download from simple kiss,Asian,craft
150,383,crap,next lets make the mascara for this crowd I will use this type of pen that comes in two pieces and opens and closes cut the top of the pen,next lets make the mascara for this crap i will use this type of pen that comes in two pieces and opens and closes cut the top of the pen,4,https://www.youtube.com/watch?v=I9nreoAvUjM&t=66.11s,69.48,No,next lets make the mascara for this craft i will use this type of pen that comes in two pieces and opens and closes cut the top of the pen,Asian,craft
151,525,demon,becomes super heavy and metallic and like nobody can lift him or anything so that is pretty cool shiny as well look at this but this is not heavy so dont worry about that this is when he probably is throwing a tantrum turns into the like this little demon or whatever,becomes super heavy and metallic and like nobody can lift him or anything so that is pretty cool shiny as well look at this but this is not heavy so dont worry about that this is when he probably is throwing a tantrum turns into like this little demon or whatever,4,https://www.youtube.com/watch?v=eut1DlUIJsM&t=820.7589999999999s,822.23,,,,
152,526,dick,look its buster scout and digly its christmas eve and theyre excited for santa to arrive with,look its buster scout and dick li its christmas eve and theyre excited for santa to arrive with,4,https://www.youtube.com/watch?v=ndl7IHBGPHo&t=718.72s,722.1,No,look its buster scout and digly its christmas eve and theyre excited for santa to arrive with,Animation (White),digly
153,527,dick,soothe busters grumbly tummy the next day buster is feeling much better oh hey its diggly the digger whats,soothe busters grumbly tummy the next day buster is feeling much better oh hey its dick li the digger whats,4,https://www.youtube.com/watch?v=LXQ5VDEH3qQ&t=1294.88s,1297.03,No,the next day buster is feeling much better oh hey its digly the digger whats,Animation (White),digly
154,534,dick,the next day buster is feeling much better oh hey its digly the digger whats,the next day buster is feeling much better oh hey its dick li the digger whats,4,https://www.youtube.com/watch?v=VHVgNbVK98Y&t=919.6s,921.75,No,the next day buster is feeling much better oh hey its digly the digger whats,Animation (White),digly
155,535,dick,feeling much better oh hey its digly the digger,feeling much better oh hey its dick li the digger,4,https://www.youtube.com/watch?v=BXHtCKiqOig&t=1210.96s,1213.08,No,feeling much better oh hey its digly the digger,Animation (White),digly
156,538,dick,gotten over his fear of the claw machine now look its buster scout and digly its christmas eve and theyre excited for santa to arrive,gotten over his fear of the claw machine now look its buster scout and dick li its christmas eve and theyre excited for santa to arrive,4,https://www.youtube.com/watch?v=5AJ5yTZgbzU&t=492.4s,494.59,No,gotten over his fear of the claw machine now look its buster scout and digly its christmas eve and theyre excited for santa to arrive,Animation (White),digly
157,544,dick,thatll soothe busters grumbly tummy the next day buster is feeling much better oh hey its diggly the digger whats,thatll soothe busters grumbly tummy the next day buster is feeling much better oh hey its dick li the digger whats,4,https://www.youtube.com/watch?v=ene80hkKL8Q&t=1325.76s,1327.93,No,thatll soothe busters grumbly tummy the next day buster is feeling much better oh hey its digly the digger whats,Animation (White),digly
158,552,dick,soothe busters grumbly tummy the next day buster is feeling much better oh hey its diggly the digger whats,soothe busters grumbly tummy the next day buster is feeling much better oh hey its dick li the digger whats,4,https://www.youtube.com/watch?v=4o5qjrI7jk4&t=714.8s,716.93,No,soothe busters grumbly tummy the next day buster is feeling much better oh hey its digly the digger whats,Animation (White),digly
159,565,dick,my dick of mobile got it Oh night ninja a,my dick mobile got it oh night ninja a,4,https://www.youtube.com/watch?v=6ESqMYqgrgc&t=187.39s,190.59,,,,
160,649,drug,hits the drum folks tom is coming around,hits the drug folks thomas coming around,4,https://www.youtube.com/watch?v=4TNnkI3wfj4&t=360.24s,361.63,No,hits the drum folks thomas coming around,Animation (White),drum
161,672,drug,now good job little pup now go tell,now good drug little pup now go tell,4,https://www.youtube.com/watch?v=mglCdTC5M1Q&t=755.0989999999998s,757.87,No,now good job little pup now go tell,White,job
162,705,drunk,so strong i cant dodge,so drunk i cant dodge,4,https://www.youtube.com/watch?v=CFEgjHs3v7k&t=53.92s,57.4,No,so strong i cant dodge,Asian,strong
163,882,fuck,drink a whole juice box in 30 seconds flat,drink a whole juice fuck in 30 seconds flat,4,https://www.youtube.com/watch?v=rfZx3KEGG3c&t=11.83s,12.61,No,drink a whole juice box in 30 seconds flat,Animation (White),box
164,962,fucked,long time you can see the bubbles that are falling in the background and theyre still on the floor none of them have fun theyre,long time you can see the bubbles that are falling in the background and theyre still on the floor none of them have fucked theyre,4,https://www.youtube.com/watch?v=ynvLQjhvk2Q&t=124.64s,126.08,No,long time you can see the bubbles that are falling in the background and theyre still on the floor none of them have popped they're,Asian,popped
165,976,fuckin,hey guys happy halloween just kidding were gonna do science experiments with pumpkins well first im gonna,hey guys happy halloween just kidding were gonna do science experiments with fuckin well first im gonna,4,https://www.youtube.com/watch?v=23Kz9slF_WI&t=18.08s,22.2,No,hey guys happy halloween just kidding were gonna do science experiments with pumpkins well first im gonna,Asian,pumpkins
166,1049,fucking,and all later were gonna bring all these pumpkin homes,and all later were gonna bring all these fucking homes,4,https://www.youtube.com/watch?v=_aztL_voF9s&t=169.09s,169.66,No,and all later were gonna bring all these pumpkin homes,Asian,pumpkins
167,1621,killing,without getting animals angry,without killing animals angry,4,https://www.youtube.com/watch?v=W5gMt8GT2sY&t=119.33s,122.35,No,without getting animals angry,Asian,getting
168,1692,kinky,adorable and shes got cheeky little cheeks and look what this little baby comes with a collectors guide,adorable and shes got kinky little cheeks and look what this little baby comes with a collectors guide,4,https://www.youtube.com/watch?v=eqv-JqwKMB4&t=770.67s,771.29,Not clear,,White,
169,1695,libido,made for my little which has,made for my libido which has,4,https://www.youtube.com/watch?v=MybZX_74-m0&t=260.75s,262.75,No,made for my little which has,White,little
170,1701,liquor,dont have a lick of horse sense but its just so exciting,dont have a liquor horse sense but its just so exciting,4,https://www.youtube.com/watch?v=g3AFecFjo00&t=181.82s,184.21,No,dont have a lick of horse sense but its just so exciting,White (animation),lick of
171,1745,naked,body color its big its not his naked okay its gonna turn into brown,body color its its not his naked okay its gonna turn into brown,4,https://www.youtube.com/watch?v=qE06X4dC6Gw&t=399.139s,401.19,Yes,body color its big its not his naked okay its gonna turn into brown,Asian,
172,1746,naked,if theyre actually making that jungle slightly ahead but as he takes the inside,if theyre actually naked that jungle slightly ahead but as he takes the inside,4,https://www.youtube.com/watch?v=hnoXcXxa614&t=330.62s,336.28,No,if theyre actually neck-to-neck that jungle slightly ahead but as he takes the inside,White,neck-to-neck
173,1781,panties,hamburger patty supposed to knock down this door simple watch,hamburger panties supposed to knock down this door simple watch,4,https://www.youtube.com/watch?v=nzHNhGXbX4M&t=197.19s,199.11,,,,
174,1803,piss,does she have any pets yeah she does theres,does she have any piss yes she does theres,4,https://www.youtube.com/watch?v=lc2eKC5Oarw&t=402.99s,405.94,No,does she have any pets yeah she does theres,White,pets
175,1822,porn,new rainbow corn me too,new ringo porn me too,4,https://www.youtube.com/watch?v=RZClmMkQf70&t=517.81s,518.94,No,new rainbow corn me too,White,rainbow corn
176,1872,rump,face rubbed out,face rump out,4,https://www.youtube.com/watch?v=7by-sRF7E5s&t=255.11s,257.73,No,face rubbed out,White (animation),rubbed
177,1892,sex,whats your overall and impression of the Thomas wood busy island play set youre not sure what do you like about it buddy,whats your overall and impression of the thomas would busy island play sex youre not sure what do you like about it buddy,4,https://www.youtube.com/watch?v=KLEEtWGApxI&t=535.72s,539.07,No,whats your overall and impression of the Thomas wood busy island play set youre not sure what do you like about it buddy,White,set
178,1900,sex,get mommy,get sex mommy,4,https://www.youtube.com/watch?v=XVR__A-S8r8&t=118.44s,126.58,No,get set go,Asian,set
179,1941,sex,dont think being a disney princess is right for me oh thats X but let me go get the wand and we can change back to normal,dont think being a disney princess is right for me oh that sex but let me go get the wand and we can change back to normal,4,https://www.youtube.com/watch?v=vnAYdVBvPdo&t=83.04s,85.34,,,,
180,1949,shag,didnt want to shag he knew it had to get done so he started scrubbing,didnt want to shag you knew i had to get done so he started scrubbing,4,https://www.youtube.com/watch?v=iPz6TRHsLMY&t=534.83s,536.17,,,,
181,1975,shit,turn the set off,turn this shit off,4,https://www.youtube.com/watch?v=Paj43J0pi4s&t=44.31s,44.73,No,turn the set off,White (animation),set
182,2071,shit,hint when I said I had some very shy,hint when i shit i had some very shy,4,https://www.youtube.com/watch?v=s9tLpDeZq4Q&t=721.57s,722.59,No,hint when I said I had some very shy,Asian,said
183,2194,shit,crazy or hes gone maybe just like an elephant should and now,crazy or hes gone maybe just like an elephant shit and now,4,https://www.youtube.com/watch?v=S1hg9Xggm70&t=720.13s,723.17,,,,
184,2252,spunky,fancy and frilly it has to be a poodle a great and fair that spunky shade,fancy and frilly it has to be a poodle a great and clear that spunky shade,4,https://www.youtube.com/watch?v=e8fp3N0SVN0&t=2377.489s,2381.42,Yes,fancy and frilly it has to be a poodle a great and fair that spunky shade,White,
185,2283,tramp,come on monkey lets go set up another trap and then do you remember that they said dont be afraid and jump,come on monkey lets go set up another tramp oh and then do you remember that they said dont be afraid and jump,4,https://www.youtube.com/watch?v=XEem9cN-UVo&t=301.83s,304.69,,,,
186,2300,virgin,famous painting The Virgin of the Rocks The first which he began painting in 1478 hangs in,famous painting the virgin of the rocks the first which he began painting in 1478 hangs in,4,https://www.youtube.com/watch?v=Qq8tuAnhwbY&t=123.4s,130.96,Yes,famous painting the virgin of the rocks the first which he began painting in 1478 hangs in,White,
187,42,ass,inside my kinder egg all this time this ones,inside my tender ass all this time this ones,5,https://www.youtube.com/watch?v=-EvZtrpXuoQ&t=368.229s,369.56,No,inside my kinder egg all this time this ones,Asian,kinder egg
188,67,ass,place so lets see what you can do my ass this ones,place so lets see what you can do my ass yeah this ones,5,https://www.youtube.com/watch?v=MFygagQTSCs&t=398.19s,398.66,No,place so lets see what you can do Maya this ones,White,Maya
189,69,ass,new gig ask this SuperDuper cool carnival first doctor pretty,new gig ass this super duper cool carnivals first doctor pretty,5,https://www.youtube.com/watch?v=Ko-HTsEWROs&t=166.18s,167.35,No,new gig as this super duper cool carnivals first doctor pretty,White,as
190,82,asses,inner circle and con and glue onto the machine at this point you can use the jar as is and put gum balls in it or like me you can go ahead and decorate it,inner circle and con and glue onto the machine at this point you can use the your asses and put gum balls in it or like me you can go ahead and decorate it,5,https://www.youtube.com/watch?v=KzxaSGV4I-Q&t=206.02s,208.11,No,inner circle and con and glue onto the machine at this point you can use the jar as is and put gum balls in it or like me you can go ahead and decorate it,Asian,as is
191,84,asses,the 1988 classic ss Ninja Turtles you get,the 1988 classic asses ninja turtles you get,5,https://www.youtube.com/watch?v=Mg50OgULB_8&t=100.11s,103.98,,,,
192,246,booty,kinshasa democratic republic of the congo copenhagen denmark djibouti city,kinshasa democratic republic of the congo copenhagen denmark g booty city,5,https://www.youtube.com/watch?v=0bM_eYpLQ20&t=365.12s,378.28,No,kinshasa democratic republic of the congo copenhagen denmark djibouti city,White,djibouti
193,310,cock,and and make two pieces,and cock and make two pieces,5,https://www.youtube.com/watch?v=eLgJlOz6rCg&t=36.6s,38.82,No,and cut and make two pieces,Asian,cut
194,341,crap,have really long tails lets go on this side theres a big shark,have really long tails crap lets go on this side theres a big shark,5,https://www.youtube.com/watch?v=1epXGX_6bBM&t=195.44s,199.44,No,have really long tails lets go on this side theres a big shark,White,
195,548,dick,crossed at that place one little chick has broken free followed by the other three buster and dickley make a chain so they can cross safely,crossed at that place one little chick has broken free followed by the other three buster and dick lee make the chain so they can cross safely,5,https://www.youtube.com/watch?v=1AiEArIlU7E&t=1270.88s,1275.95,No,crossed at that place one little chick has broken free followed by the other three buster and digly make a chain so they can cross safely,White,digly
196,572,diddle,bumpkin diddle diddle dumpkin Zumpkin frumpkin change,bumpkin diddle diddle dum kin zump kin pumpkin change,5,https://www.youtube.com/watch?v=1WK-prDmyo0&t=338.4190000000001s,344.33,Yes,bumpkin diddle diddle dumpkin Zumpkin frumpkin change,White (animation),
197,586,dong,ears all that ding dong ♪ ♪ Besides it goes on much too long,ears all that ding dong besides it goes on much too long,5,https://www.youtube.com/watch?v=LtbddbJTLZs&t=897.529s,899.02,Yes,ears all that ding dong besides it goes on much too long,White (animation),
198,589,dong,my ears all that ding dong ♪ ♪ Besides it goes on much too long,my ears all that ding dong besides it goes on much too long,5,https://www.youtube.com/watch?v=DkqEWa6SZx4&t=624.383s,626.49,Yes,my ears all that ding dong besides it goes on much too long,White (animation),
199,614,dope,squish theres our yellow playdoh and now we can,squish theres our yellow plato dope and now we can,5,https://www.youtube.com/watch?v=JlMca1tIs-U&t=509.83s,517.43,No,squish theres our yellow playdoh and now we can,White,playdoh
200,636,drug,round two which door will,round to which drug will,5,https://www.youtube.com/watch?v=TcfHrekkmBM&t=1655.6s,1657.08,No,round two which door will,Asian,door
201,674,drug,have the fridge that i made as well as the cleaning supplies and more flowers on the bottom part here we have the bed for Draculaura and we have her little mannequin as well which i made as well,have the fridge that i made as well as the cleaning supplies and more flowers on the bottom part here we have the bed for drug laura and we have her little mannequin as well which i made as well,5,https://www.youtube.com/watch?v=IS9FSHWY-lw&t=67.74s,68.33,No,have the fridge that i made as well as the cleaning supplies and more flowers on the bottom part here we have the bed for Draculaura and we have her little mannequin as well which i made as well,Asian,Draculaura
202,675,drug,just made for Draculaura right here and you can see that it fits her really nicely and that it fits any other type of fashion doll,just made for drug laura right here and you can see that it fits her really nicely and that it fits any other type of fashion doll,5,https://www.youtube.com/watch?v=MybZX_74-m0&t=273.91900000000004s,275.93,No,just made for Draculaura right here and you can see that it fits her really nicely and that it fits any other type of fashion doll,Asian,Draculaura
203,679,drug,hearts for Draculaura plastic,hearts for drug laura plastic,5,https://www.youtube.com/watch?v=r0sU3VOzI2M&t=107.49s,109.95,No,hearts for Draculaura plastic,Asian,Draculaura
204,682,drug,believe this is for Draculaura one,believe this is for drug laura one,5,https://www.youtube.com/watch?v=BZXKcxUMncY&t=84.439s,86.08,No,believe this is for Draculaura one,Asian,Draculaura
205,683,drug,one for Chuck Laura and one for clothing,one for drug laura and one for clothing,5,https://www.youtube.com/watch?v=XL9iBlcO3FU&t=327.04s,334.73,No,one for Draculaura and one for clothing,Asian,Draculaura
206,721,drunk,to reinforce a lid drunk on a similar shape with,to reinforce ellen drunk on a similar shape with,5,https://www.youtube.com/watch?v=qeLCsSflL7k&t=64.03s,66.09,No,to reinforce a lid round cut on a similar shape with,Asian,round cut
207,782,fag,washed away and it looks super cool so we pop off the bottom and out comes our little fat which has our,washed away and it looks super cool so we pop off the bottom and outcomes are little fag which has our,5,https://www.youtube.com/watch?v=_hXmcp2ghyU&t=494.099s,497.27,No,washed away and it looks super cool so we pop off the bottom and outcomes are little bag which has our,White,bag
208,1092,fucking,whenever pluck me straight off,whenever fucking straight off,5,https://www.youtube.com/watch?v=pBVugDNLk74&t=141.283s,142.76,No,whenever pluck me straight off,White (animation),pluck me
209,1658,killing,much pain its killing me oh wow well I guess this just must,much pain and its killing me oh wow well i guess this just must,5,https://www.youtube.com/watch?v=eR1RfpZ_TGI&t=203.65s,205.12,Yes,much pain its killing me oh wow well I guess this just must,,
210,1689,kinky,name of her Kindi Kid friends And if my sprinkles dont go away,name of her kinky kid friends and if my sprinkles dont go away,5,https://www.youtube.com/watch?v=vJig1w8FePo&t=769.33s,769.96,No,name of her Kindi Kid friends And if my sprinkles dont go away,,Kindi
211,1697,libido,episode 855 how to make a replacement hair band for your avid oh hi guys this is a tutorial by request,episode 855 how to make a replacement hair band for your libido hi guys this is a tutorial by request,5,https://www.youtube.com/watch?v=hvqAb_zt47w&t=14.61s,15.7,No,episode 855 how to make a replacement hair band for your barbie doll oh hi guys this is a tutorial by request,,barbie doll oh
212,1708,marijuana,be moana and this is our house,be marijuana and this is our house,5,https://www.youtube.com/watch?v=pPkJKB3Xg_0&t=3.919s,4.76,No,be moana and this is our house,,moana
213,1710,marijuana,finger whoa so strong we also found moana thats super cute,finger whoa so strong we also found marijuana thats super cute,5,https://www.youtube.com/watch?v=xd7FTikPzLc&t=582.64s,583.28,No,finger whoa so strong we also found moana thats super cute,,moana
214,1715,marijuana,patrol and moana swimming in our awesome or be swimming pool,patrol and marijuana swimming in our awesome or be swimming pool,5,https://www.youtube.com/watch?v=HshLpYa9LKk&t=491.61s,497.67,No,patrol and moana swimming in our awesome or be swimming pool,,moana
215,1763,naked,because we love dipping our nuggets into our sauce,because we love dipping our naked into our sauce,5,https://www.youtube.com/watch?v=Zym_G10JZ6s&t=277.58s,282.3,No,because we love dipping our nuggets into our sauce,,nuggets
216,1806,pissed,was looking for someone to piss this out ill test it out whoa thats a giant,was looking for someone pissed this out ill test it out whoa thats a giant,5,https://www.youtube.com/watch?v=nEQ9fn1zrlk&t=17.92s,19.06,No,was looking for someone to test this out ill test it out whoa thats a giant,,to test
217,1826,porno,video escape for more videos,video escape porno videos,5,https://www.youtube.com/watch?v=JZHJ2679XMc&t=2914.579s,2920.31,No,video subscribe for more videos,,for more
218,1827,porno,hope you like the video escape for more videos,hope you like the video escape porno videos,5,https://www.youtube.com/watch?v=UFccvtrP1d8&t=3168.5s,3174.21,No,hope you liked the video subscribe for more videos,,for more
219,1828,porno,like the video escape for more videos,like the video escape porno videos,5,https://www.youtube.com/watch?v=wrF1e6boNbc&t=154.909s,160.6,No,liked the video subscribe for more videos,,for more
220,1832,pube,snowman okay heres the other one just pew and cut away look theyre santa okay and it looks,snowman okay heres the other one just pube and cut away look theres santa okay and it looks,5,https://www.youtube.com/watch?v=I5f7fSwG8n8&t=5178.96s,5182.68,No,snowman okay heres the other one just peel and cut away look they're santa okay and it looks,,peel
221,1853,rape,row colors like a bright rainbow red green yellow blue pink or,row colors like a bright rape red green yellow blue pink or,5,https://www.youtube.com/watch?v=rUansgun0y4&t=2036.48s,2041.18,No,row colors like a bright rainbow red green yellow blue pink or,,rainbow
222,1855,rape,getting ready for our race Theres a lot to do,getting ready for a rape theres a lot to do,5,https://www.youtube.com/watch?v=hFpgcBdvIPM&t=82.57s,84.09,No,getting ready for our race There's a lot to do,,race
